otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.<50	rab.win.>50	diff.btw	diff.win	effect	effect.low	effect.high	overlap
Methanobrevibacter_smithii	CD4diff_48	<50->50	0.5061053274728845	0.8106045841396531	0.5453918748264942	0.8349261456193672	0.8491755104449652	8.046323150024994	0.590806568617877	-1.9639711602945233	14.343435828831321	-0.1367614799541917	-6.078444850889022	3.8479388133018215	0.42316261604842775
Methanosphaera_stadtmanae	CD4diff_48	<50->50	0.15002066344674186	0.6408070635681977	0.10527418498515712	0.4610751138990242	-2.3946215601033725	1.8502321220034563	-2.464635982602905	-4.5407363555877724	12.405268620013977	-0.47992969123445905	-7.06112352359203	2.541244243443222	0.3013393836613567
Actinobaculum_sp_oral_taxon_183	CD4diff_48	<50->50	0.3049327278281964	0.7182931460545291	0.22679557663097455	0.5976339513919948	-2.4011174492540217	0.2677419934812182	-2.449622914911158	-2.674044778672748	9.001351373904331	-0.29491298241878017	-4.490338949595679	2.558339561734286	0.3258929394077397
Actinomyces_graevenitzii	CD4diff_48	<50->50	0.4100306667910579	0.7607225878721334	0.5564734294505311	0.8204493360603419	-2.3260926319667856	-2.7212400619040036	-2.3146808847038027	0.27614076280697475	6.729556285689572	0.030955444747611117	-3.682631208511637	5.429727502455487	0.47661470901951825
Actinomyces_johnsonii	CD4diff_48	<50->50	0.5581477190070812	0.8255512478852896	0.564008293953804	0.8203676322424094	-2.789740891083385	-2.713679086050197	-2.7911556835071156	-0.26631870341597264	5.690831689761415	-0.0383835660428217	-3.3813309266804183	4.283575686633261	0.47991072264036133
Actinomyces_massiliensis	CD4diff_48	<50->50	0.21177763283430445	0.651415978555091	0.16171884354051566	0.5042912092260382	-2.81646409905537	0.07084398930532743	-2.8680660703535743	-3.479822738895768	6.850522891505898	-0.4922905933773074	-5.384529815210531	2.3504208737051835	0.28953239971924166
Actinomyces_naeslundii	CD4diff_48	<50->50	0.4727601919678621	0.7914002719077191	0.5688401450372452	0.8270658699135514	-2.4712409821202	-2.6229422887616156	-2.4662794927815757	0.46715837117170267	6.529215797036448	0.07616328517582202	-2.6036792203471153	5.669932816008988	0.46205358727536905
Actinomyces_odontolyticus	CD4diff_48	<50->50	0.15392243568076105	0.6527402602780618	0.12213354648107436	0.528570686284037	7.494727932585155	-0.012797965270213041	7.648025486893887	2.9925926200570103	9.61443344539185	0.36794017644357274	-2.501150704473891	7.935633745679041	0.31848560980474455
Actinomyces_oris	CD4diff_48	<50->50	0.5856203746001897	0.8469803508062231	0.626481764558064	0.8598996025670785	-0.15296693441084308	-0.06279313649247165	-0.1573106499117909	0.8210461780519864	10.951834591927827	0.07840781056698747	-3.6607329884082596	4.846412173533406	0.44766149180736425
Actinomyces_sp_HMSC035G02	CD4diff_48	<50->50	0.5890738786246219	0.8421342790577515	0.5306120831527645	0.8163170454358071	-1.6689641134459947	-0.1817580444320619	-1.7209880137653073	-1.265826952049908	8.495267533456975	-0.12036313863008269	-4.563895397115933	3.6676809929776653	0.42316261604842775
Actinomyces_sp_HPA0247	CD4diff_48	<50->50	0.630635145955328	0.8636669867365014	0.5273873193320986	0.812802596316694	-2.4063283651371474	-1.429744686466142	-2.428276697701847	-0.970471344049864	7.8153993452680846	-0.11837354495032813	-4.82763621695193	4.43623141618502	0.4397321682495444
Actinomyces_sp_ICM47	CD4diff_48	<50->50	0.5796937141910798	0.8441854104825761	0.4965268735978311	0.8048419807764066	-1.7154376780929361	-0.05386845361286596	-1.7570845670095139	-1.284126561887451	8.945385130850138	-0.12050417902708932	-5.21498281322993	3.370149297297884	0.4387528096669951
Actinomyces_sp_S6_Spd3	CD4diff_48	<50->50	0.5507141387095315	0.8230716816178577	0.5305087951420179	0.8015764565901563	-2.9038229976771532	-2.706441327164935	-2.9095694526028737	-0.28857655099351653	5.1382838179335355	-0.0693023578839051	-3.7777195315108534	4.032444289104998	0.46547885620873325
Actinomyces_sp_oral_taxon_180	CD4diff_48	<50->50	0.3930606365636415	0.7427936785359895	0.33178465491392445	0.6650925978950382	-2.862149403751973	-1.5579588111050153	-2.8924023859634556	-1.3371587477726568	5.90433612453551	-0.20960663270546784	-4.335673120858219	3.3572675226627915	0.40848218217291504
Actinomyces_sp_oral_taxon_181	CD4diff_48	<50->50	0.5282272144327521	0.8114843306141576	0.5267324214090747	0.8045605174900011	-2.765789981308778	-2.9578558241396404	-2.7613492360548637	0.2851722993939738	5.825914789550318	0.03576438521792344	-3.603666499004304	5.22716987692851	0.47098215494620277
Actinomyces_sp_oral_taxon_414	CD4diff_48	<50->50	0.5368260323791632	0.8200242100145151	0.5319457492547627	0.8033675796831057	-2.789834872961425	-2.807481276931739	-2.7896575779456185	-0.35455738186398555	5.486414898632082	-0.05545003811456078	-3.200877995138173	4.339955843685739	0.47884187958560376
Actinomyces_sp_oral_taxon_448	CD4diff_48	<50->50	0.0736986776358737	0.5444348262424623	0.03540287983735102	0.30375934551920414	-2.4820723802495515	1.927626404992596	-2.569794509938774	-4.899800429656555	9.411684001357688	-0.6362671807371961	-8.112551499643839	1.933732194157523	0.22991087263202659
Actinomyces_turicensis	CD4diff_48	<50->50	0.16240231659937246	0.6385097049807408	0.1105909138686167	0.45727607763655176	-2.390502614213897	1.9703701670748153	-2.460244447811048	-4.328948781353223	8.800127717441486	-0.46269149673041976	-6.458056305913303	2.2424881072839655	0.27678583003350016
Actinomyces_viscosus	CD4diff_48	<50->50	0.3317593803960279	0.7224073112656337	0.3059470271849848	0.6498791742251953	-2.925253299407453	-1.6536185856046277	-2.956975108737243	-1.7738510871702307	6.2319489504739085	-0.25577594491899847	-4.737153267722476	4.084854994158748	0.37276791362769746
Alloscardovia_omnicolens	CD4diff_48	<50->50	0.278165357164153	0.7087753497449566	0.3805113781255092	0.715036732144659	-2.9603316167119296	-2.152197773276175	-2.97849337883766	-1.278524986513812	9.245534149674624	-0.11627284270846916	-11.322766151141575	3.5003200304291937	0.41425393406783023
