rowname	overall.max.dist	overall.centroids.dist	overall.mahalanobis.dist	BER.max.dist	BER.centroids.dist	BER.mahalanobis.dist
comp1	0.36531365313653136	0.35977859778597787	0.35977859778597787	0.3730779746281715	0.3645696631671041	0.3645696631671041
comp2	0.3660516605166052	0.36974169741697416	0.3634686346863469	0.3698682195975503	0.37185312773403323	0.36585739282589674
comp3	0.34981549815498153	0.35977859778597787	0.34797047970479705	0.354915791776028	0.3626175634295713	0.35132053805774277
comp4	0.34059040590405903	0.35719557195571955	0.34501845018450183	0.3451662292213473	0.3599081364829396	0.34798501749781274
comp5	0.34317343173431736	0.35239852398523985	0.34464944649446494	0.34722495625546806	0.3544646762904637	0.34717300962379705
comp6	0.34501845018450183	0.3538745387453875	0.34760147601476016	0.34951881014873143	0.3562253937007874	0.3507409230096238
comp7	0.33911439114391145	0.3546125461254612	0.3413284132841328	0.343451990376203	0.35701279527559054	0.34432688101487313
comp8	0.33837638376383766	0.35276752767527675	0.34059040590405903	0.34285050306211723	0.3553231627296588	0.3436324365704287
comp9	0.3424354243542435	0.35645756457564576	0.34206642066420667	0.3467629046369204	0.358795384951881	0.345207239720035
comp10	0.32915129151291517	0.35645756457564576	0.33542435424354244	0.3335192475940507	0.358795384951881	0.33830653980752406
comp11	0.340959409594096	0.35313653136531364	0.34464944649446494	0.3453740157480315	0.35580982064741906	0.3475913167104112
comp12	0.3416974169741697	0.35276752767527675	0.34280442804428046	0.3461149387576553	0.3553231627296588	0.34599464129483815
comp13	0.3461254612546125	0.35276752767527675	0.3509225092250922	0.35042104111986	0.35509076990376204	0.3537729658792651
comp14	0.33579335793357934	0.34981549815498153	0.33542435424354244	0.3399086832895888	0.3521270778652668	0.3382600612423447
comp15	0.34538745387453873	0.35977859778597787	0.3472324723247232	0.3499589895013123	0.3622457349081365	0.3500683508311461
