rowname	overall.max.dist.nrep1	overall.max.dist.nrep2	overall.max.dist.nrep3	overall.max.dist.nrep4	overall.max.dist.nrep5	overall.max.dist.nrep6	overall.max.dist.nrep7	overall.max.dist.nrep8	overall.max.dist.nrep9	overall.max.dist.nrep10	overall.centroids.dist.nrep1	overall.centroids.dist.nrep2	overall.centroids.dist.nrep3	overall.centroids.dist.nrep4	overall.centroids.dist.nrep5	overall.centroids.dist.nrep6	overall.centroids.dist.nrep7	overall.centroids.dist.nrep8	overall.centroids.dist.nrep9	overall.centroids.dist.nrep10	overall.mahalanobis.dist.nrep1	overall.mahalanobis.dist.nrep2	overall.mahalanobis.dist.nrep3	overall.mahalanobis.dist.nrep4	overall.mahalanobis.dist.nrep5	overall.mahalanobis.dist.nrep6	overall.mahalanobis.dist.nrep7	overall.mahalanobis.dist.nrep8	overall.mahalanobis.dist.nrep9	overall.mahalanobis.dist.nrep10	BER.max.dist.nrep1	BER.max.dist.nrep2	BER.max.dist.nrep3	BER.max.dist.nrep4	BER.max.dist.nrep5	BER.max.dist.nrep6	BER.max.dist.nrep7	BER.max.dist.nrep8	BER.max.dist.nrep9	BER.max.dist.nrep10	BER.centroids.dist.nrep1	BER.centroids.dist.nrep2	BER.centroids.dist.nrep3	BER.centroids.dist.nrep4	BER.centroids.dist.nrep5	BER.centroids.dist.nrep6	BER.centroids.dist.nrep7	BER.centroids.dist.nrep8	BER.centroids.dist.nrep9	BER.centroids.dist.nrep10	BER.mahalanobis.dist.nrep1	BER.mahalanobis.dist.nrep2	BER.mahalanobis.dist.nrep3	BER.mahalanobis.dist.nrep4	BER.mahalanobis.dist.nrep5	BER.mahalanobis.dist.nrep6	BER.mahalanobis.dist.nrep7	BER.mahalanobis.dist.nrep8	BER.mahalanobis.dist.nrep9	BER.mahalanobis.dist.nrep10
comp1	0.13284132841328414	0.12915129151291513	0.12915129151291513	0.12915129151291513	0.13284132841328414	0.12546125461254612	0.12546125461254612	0.12546125461254612	0.12546125461254612	0.13653136531365315	0.21033210332103322	0.2177121771217712	0.21033210332103322	0.2066420664206642	0.2177121771217712	0.21033210332103322	0.2140221402214022	0.21033210332103322	0.21033210332103322	0.2066420664206642	0.21033210332103322	0.2177121771217712	0.21033210332103322	0.2066420664206642	0.2177121771217712	0.21033210332103322	0.2140221402214022	0.21033210332103322	0.21033210332103322	0.2066420664206642	0.44128329297820823	0.4148305084745763	0.426997578692494	0.4148305084745763	0.4291162227602906	0.4248789346246974	0.4248789346246974	0.4127118644067797	0.4127118644067797	0.4312348668280872	0.2667675544794189	0.2831719128329298	0.29110169491525423	0.27681598062953994	0.3075060532687651	0.3032687651331719	0.28105326876513315	0.2667675544794189	0.2667675544794189	0.27681598062953994	0.2667675544794189	0.2831719128329298	0.29110169491525423	0.27681598062953994	0.3075060532687651	0.3032687651331719	0.28105326876513315	0.2667675544794189	0.2667675544794189	0.27681598062953994
comp2	0.12177121771217712	0.12546125461254612	0.12915129151291513	0.12177121771217712	0.12915129151291513	0.12546125461254612	0.13653136531365315	0.12546125461254612	0.12177121771217712	0.13653136531365315	0.22140221402214022	0.21033210332103322	0.1918819188191882	0.2029520295202952	0.1992619926199262	0.22509225092250923	0.2177121771217712	0.2029520295202952	0.2066420664206642	0.21033210332103322	0.2066420664206642	0.2066420664206642	0.1881918819188192	0.1918819188191882	0.1881918819188192	0.19557195571955718	0.19557195571955718	0.1918819188191882	0.1918819188191882	0.2066420664206642	0.3984261501210654	0.4127118644067797	0.4148305084745763	0.38625907990314773	0.4026634382566586	0.38837772397094433	0.40690072639225183	0.4127118644067797	0.38625907990314773	0.40690072639225183	0.2852905569007264	0.2667675544794189	0.24400726392251815	0.27469733656174333	0.24824455205811136	0.287409200968523	0.3075060532687651	0.22602905569007264	0.27681598062953994	0.27893462469733654	0.2889830508474576	0.2889830508474576	0.2662227602905569	0.2805084745762712	0.25405569007263923	0.25829297820823244	0.2826271186440678	0.25617433414043583	0.25617433414043583	0.27681598062953994
comp3	0.12546125461254612	0.13653136531365315	0.13284132841328414	0.12177121771217712	0.14022140221402213	0.12177121771217712	0.12177121771217712	0.12546125461254612	0.14391143911439114	0.12915129151291513	0.2029520295202952	0.21033210332103322	0.19557195571955718	0.18081180811808117	0.1918819188191882	0.1918819188191882	0.19557195571955718	0.1918819188191882	0.1881918819188192	0.2029520295202952	0.1992619926199262	0.2029520295202952	0.17712177121771217	0.17343173431734318	0.17712177121771217	0.17343173431734318	0.15129151291512916	0.1918819188191882	0.21033210332103322	0.16236162361623616	0.38837772397094433	0.38256658595641646	0.39261501210653754	0.37409200968523004	0.40901937046004844	0.37409200968523004	0.38625907990314773	0.38837772397094433	0.39897094430992736	0.39049636803874094	0.286864406779661	0.3032687651331719	0.29479418886198544	0.23765133171912833	0.2683414043583535	0.24400726392251815	0.2826271186440678	0.25617433414043583	0.24188861985472154	0.286864406779661	0.2847457627118644	0.31119854721549634	0.2842009685230024	0.24558111380145278	0.2842009685230024	0.2699152542372881	0.22070217917675544	0.2805084745762712	0.29110169491525423	0.2635593220338983
comp4	0.12915129151291513	0.12915129151291513	0.12177121771217712	0.12915129151291513	0.14391143911439114	0.12177121771217712	0.13284132841328414	0.12915129151291513	0.13284132841328414	0.14022140221402213	0.1881918819188192	0.21033210332103322	0.1918819188191882	0.21033210332103322	0.1992619926199262	0.2029520295202952	0.22140221402214022	0.1918819188191882	0.1918819188191882	0.2029520295202952	0.17343173431734318	0.2029520295202952	0.21033210332103322	0.18450184501845018	0.19557195571955718	0.18081180811808117	0.19557195571955718	0.18081180811808117	0.18081180811808117	0.1992619926199262	0.37832929782082325	0.39049636803874094	0.36192493946731236	0.4026634382566586	0.41113801452784504	0.36192493946731236	0.40478208232445523	0.37832929782082325	0.40478208232445523	0.40901937046004844	0.2662227602905569	0.29110169491525423	0.2805084745762712	0.3154358353510896	0.27257869249394673	0.286864406779661	0.2974576271186441	0.2805084745762712	0.25617433414043583	0.2990314769975787	0.24558111380145278	0.31119854721549634	0.3397699757869249	0.3006053268765133	0.29479418886198544	0.286319612590799	0.2826271186440678	0.2619854721549637	0.2619854721549637	0.30907990314769973
comp5	0.14022140221402213	0.14391143911439114	0.14760147601476015	0.13653136531365315	0.13653136531365315	0.12546125461254612	0.13653136531365315	0.14022140221402213	0.12177121771217712	0.13284132841328414	0.1992619926199262	0.2177121771217712	0.1918819188191882	0.2066420664206642	0.1881918819188192	0.2140221402214022	0.1992619926199262	0.21033210332103322	0.1918819188191882	0.2029520295202952	0.1992619926199262	0.2177121771217712	0.1992619926199262	0.2140221402214022	0.1881918819188192	0.19557195571955718	0.18450184501845018	0.2029520295202952	0.1881918819188192	0.19557195571955718	0.40901937046004844	0.39897094430992736	0.42542372881355933	0.38256658595641646	0.39473365617433415	0.37621065375302665	0.39473365617433415	0.39685230024213075	0.38625907990314773	0.40478208232445523	0.2847457627118644	0.3196731234866828	0.25617433414043583	0.2889830508474576	0.25405569007263923	0.3053874092009685	0.27257869249394673	0.29110169491525423	0.2683414043583535	0.286864406779661	0.2969128329297821	0.3318401937046005	0.2969128329297821	0.3297215496368039	0.2783898305084746	0.2826271186440678	0.2641041162227603	0.2990314769975787	0.2783898305084746	0.29479418886198544
comp6	0.15129151291512916	0.13284132841328414	0.13653136531365315	0.12915129151291513	0.12546125461254612	0.12177121771217712	0.14391143911439114	0.12915129151291513	0.12177121771217712	0.13284132841328414	0.2066420664206642	0.18450184501845018	0.18450184501845018	0.2029520295202952	0.1992619926199262	0.17343173431734318	0.2066420664206642	0.1992619926199262	0.2177121771217712	0.2029520295202952	0.2029520295202952	0.17712177121771217	0.21033210332103322	0.1918819188191882	0.17712177121771217	0.1918819188191882	0.19557195571955718	0.2177121771217712	0.2066420664206642	0.1918819188191882	0.41537530266343825	0.39261501210653754	0.39473365617433415	0.39049636803874094	0.38837772397094433	0.37409200968523004	0.39897094430992736	0.4026634382566586	0.37409200968523004	0.39261501210653754	0.27681598062953994	0.2519370460048426	0.23976997578692494	0.2990314769975787	0.2847457627118644	0.2577481840193705	0.3011501210653753	0.2847457627118644	0.3196731234866828	0.286864406779661	0.286864406779661	0.27203389830508473	0.3032687651331719	0.3291767554479419	0.27203389830508473	0.2805084745762712	0.29479418886198544	0.3318401937046005	0.31331719128329294	0.2805084745762712
comp7	0.13653136531365315	0.15129151291512916	0.13284132841328414	0.14022140221402213	0.14760147601476015	0.12546125461254612	0.14022140221402213	0.14022140221402213	0.13653136531365315	0.14022140221402213	0.21033210332103322	0.1918819188191882	0.2140221402214022	0.2066420664206642	0.1992619926199262	0.1992619926199262	0.18450184501845018	0.19557195571955718	0.19557195571955718	0.2066420664206642	0.1881918819188192	0.1918819188191882	0.2177121771217712	0.1992619926199262	0.2066420664206642	0.1918819188191882	0.21033210332103322	0.19557195571955718	0.21033210332103322	0.1881918819188192	0.40690072639225183	0.41537530266343825	0.36828087167070217	0.39685230024213075	0.40108958837772396	0.37621065375302665	0.40901937046004844	0.40901937046004844	0.38256658595641646	0.39685230024213075	0.29110169491525423	0.2683414043583535	0.3175544794188862	0.3011501210653753	0.2969128329297821	0.2969128329297821	0.2519370460048426	0.2704600484261501	0.25829297820823244	0.2889830508474576	0.29055690072639223	0.3170096852300242	0.3075060532687651	0.30907990314769973	0.3011501210653753	0.29267554479418884	0.3154358353510896	0.2826271186440678	0.3154358353510896	0.3027239709443099
comp8	0.14760147601476015	0.14391143911439114	0.12915129151291513	0.14391143911439114	0.13653136531365315	0.14022140221402213	0.14022140221402213	0.13653136531365315	0.13284132841328414	0.15129151291512916	0.19557195571955718	0.1918819188191882	0.1918819188191882	0.19557195571955718	0.21033210332103322	0.1918819188191882	0.1992619926199262	0.1992619926199262	0.2029520295202952	0.1918819188191882	0.19557195571955718	0.18081180811808117	0.1992619926199262	0.21033210332103322	0.21033210332103322	0.1992619926199262	0.2029520295202952	0.2029520295202952	0.1918819188191882	0.1992619926199262	0.41325665859564165	0.41113801452784504	0.39049636803874094	0.41113801452784504	0.39473365617433415	0.39685230024213075	0.40901937046004844	0.38256658595641646	0.39261501210653754	0.4397094430992736	0.2826271186440678	0.25617433414043583	0.2683414043583535	0.29479418886198544	0.29110169491525423	0.24400726392251815	0.2847457627118644	0.27257869249394673	0.2990314769975787	0.2683414043583535	0.29479418886198544	0.2984866828087167	0.30907990314769973	0.3154358353510896	0.3032687651331719	0.2969128329297821	0.2990314769975787	0.323365617433414	0.3170096852300242	0.30907990314769973
comp9	0.14022140221402213	0.14391143911439114	0.14391143911439114	0.14391143911439114	0.14391143911439114	0.13284132841328414	0.13653136531365315	0.12546125461254612	0.13284132841328414	0.13284132841328414	0.1992619926199262	0.2066420664206642	0.1992619926199262	0.1992619926199262	0.19557195571955718	0.2066420664206642	0.2066420664206642	0.2066420664206642	0.2029520295202952	0.2029520295202952	0.2029520295202952	0.2029520295202952	0.2066420664206642	0.1918819188191882	0.18450184501845018	0.19557195571955718	0.18450184501845018	0.1992619926199262	0.1918819188191882	0.19557195571955718	0.38468523002421307	0.4233050847457627	0.41113801452784504	0.38680387409200967	0.44763922518159804	0.40478208232445523	0.40690072639225183	0.37621065375302665	0.4169491525423729	0.39261501210653754	0.27257869249394673	0.2889830508474576	0.2847457627118644	0.2969128329297821	0.29479418886198544	0.3011501210653753	0.25248184019370457	0.2889830508474576	0.27469733656174333	0.27469733656174333	0.2990314769975787	0.323365617433414	0.3011501210653753	0.3048426150121065	0.312772397094431	0.3312953995157385	0.276271186440678	0.2969128329297821	0.2683414043583535	0.3069612590799031
comp10	0.13653136531365315	0.12915129151291513	0.13653136531365315	0.14391143911439114	0.13284132841328414	0.13284132841328414	0.13284132841328414	0.12546125461254612	0.15129151291512916	0.15498154981549817	0.19557195571955718	0.18450184501845018	0.1918819188191882	0.1992619926199262	0.19557195571955718	0.1992619926199262	0.18450184501845018	0.21033210332103322	0.2140221402214022	0.2066420664206642	0.1918819188191882	0.2029520295202952	0.19557195571955718	0.2029520295202952	0.19557195571955718	0.1992619926199262	0.19557195571955718	0.1992619926199262	0.2177121771217712	0.2140221402214022	0.38256658595641646	0.39049636803874094	0.39473365617433415	0.4233050847457627	0.38044794188861986	0.40478208232445523	0.38044794188861986	0.37621065375302665	0.41537530266343825	0.41749394673123486	0.2826271186440678	0.23976997578692494	0.2683414043583535	0.27257869249394673	0.2826271186440678	0.2969128329297821	0.2519370460048426	0.3032687651331719	0.3053874092009685	0.2889830508474576	0.29267554479418884	0.286864406779661	0.2826271186440678	0.2990314769975787	0.2826271186440678	0.2969128329297821	0.2826271186440678	0.3212469733656174	0.3318401937046005	0.3297215496368039
