Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Collinsella_aerofaciens	Otu_74	753342.7216521584	29.652916004904196	2.2750753548087905	2.8907512125532063e-39	8.180825931525574e-37	high_vs_low	CD8after_48	yes
Ruminococcus_torques	Otu_346	327020.5139545834	29.544555951467483	2.6061295927225774	3.1871578466342746e-30	4.509828352987498e-28	high_vs_low	CD8after_48	yes
Slackia_isoflavoniconvertens	Otu_85	45363.120726052824	29.506340760567653	2.7132644643799706	5.602557509650167e-28	5.28507925076999e-26	high_vs_low	CD8after_48	yes
Dorea_longicatena	Otu_353	394475.25121791114	22.712747810817635	2.1588168220449324	3.8440928398092796e-26	2.7196956841650652e-24	high_vs_low	CD8after_48	yes
Roseburia_hominis	Otu_381	43336.242677579125	29.445912981315182	2.8745341980339254	4.662578566812771e-25	2.6390194688160287e-23	high_vs_low	CD8after_48	yes
Holdemanella_biformis	Otu_443	82884.78893318748	29.44300000643885	2.8820803677908415	6.2152408241267435e-25	2.9315219220464475e-23	high_vs_low	CD8after_48	yes
Eubacterium_eligens	Otu_319	107844.11131451535	29.43652780254661	2.898776541506248	1.1647086068347303e-24	4.708750510488981e-23	high_vs_low	CD8after_48	yes
Eubacterium_hallii	Otu_320	174967.6578661307	21.59234303632964	2.1203903259064365	1.3855175094417867e-24	4.9012681896503206e-23	high_vs_low	CD8after_48	yes
Oscillibacter_sp_CAG_241	Otu_394	43862.175540854914	29.235925167902405	3.3755647214226827	1.7320538993362043e-18	5.4463472612460644e-17	high_vs_low	CD8after_48	yes
Prevotella_stercorea	Otu_143	95307.63156776469	29.206272756913926	3.440441165531145	7.719588045958152e-18	1.9860394700055973e-16	high_vs_low	CD8after_48	yes
Catenibacterium_mitsuokai	Otu_434	544961.3425882653	29.207655030677248	3.437444100806842	7.217910686380512e-18	1.9860394700055973e-16	high_vs_low	CD8after_48	yes
Prevotella_sp_CAG_279	Otu_139	56092.42698829332	29.16008502048404	3.5391270654242826	6.424458843501256e-17	1.5151015439257127e-15	high_vs_low	CD8after_48	yes
Eubacterium_siraeum	Otu_419	48166.681862554964	29.1336487068346	3.594392554770215	1.9529407140698539e-16	4.251401708321298e-15	high_vs_low	CD8after_48	yes
Eubacterium_sp_CAG_180	Otu_324	105863.70997402507	29.109924689992464	3.643274290566965	5.00900093590043e-16	1.0125337606141584e-14	high_vs_low	CD8after_48	yes
Phascolarctobacterium_succinatutens	Otu_465	121397.08367277181	29.106140874409803	3.6510100731531017	5.7942901811356e-16	1.09318941417425e-14	high_vs_low	CD8after_48	yes
Olsenella_scatoligenes	Otu_72	1291.4294927349388	26.66663820889586	3.381739635539883	1.368790644952774e-15	2.421048453260219e-14	high_vs_low	CD8after_48	yes
Methanobrevibacter_smithii	Otu_1	65943.03993843138	29.07007358358477	3.723940938392988	2.1889723649532826e-15	3.643995172245759e-14	high_vs_low	CD8after_48	yes
Bifidobacterium_adolescentis	Otu_29	309613.1822535301	29.044185360688118	3.775420511559763	5.3445359621755946e-15	8.402798207198296e-14	high_vs_low	CD8after_48	yes
Prevotella_sp_CAG_520	Otu_140	192909.27854269344	29.00607078134663	3.849960031829589	1.828909347361791e-14	2.7241123437020363e-13	high_vs_low	CD8after_48	yes
Allisonella_histaminiformans	Otu_472	816.8351444472013	27.19350843214811	3.6482541111220654	3.811909582535737e-14	5.393852059288068e-13	high_vs_low	CD8after_48	yes
Eubacterium_sp_CAG_38	Otu_327	8346.651112840978	28.942112499664777	3.971899351730603	1.1828009554630725e-13	1.5939650971240452e-12	high_vs_low	CD8after_48	yes
Prevotella_sp_CAG_1092	Otu_137	32431.475945476297	28.8828480641361	4.081639211100684	5.520122388139526e-13	7.100884708379481e-12	high_vs_low	CD8after_48	yes
Mitsuokella_jalaludinii	Otu_469	5644.236246963735	28.832362783818414	4.1728469584737855	1.8145700051897514e-12	2.2327100498639115e-11	high_vs_low	CD8after_48	yes
Prevotella_sp_885	Otu_135	115998.83244863802	28.782341273353165	4.261291917671626	5.3575994074956895e-12	6.317502634672e-11	high_vs_low	CD8after_48	yes
Megasphaera_elsdenii	Otu_479	23980.542567248885	28.775529180571652	4.273195020868037	6.166798871045627e-12	6.98081632202365e-11	high_vs_low	CD8after_48	yes
Bacteroides_sp_CAG_530	Otu_107	19730.866723828596	28.71749586479262	4.373286041420111	1.9250236155613778e-11	2.0953141661687306e-10	high_vs_low	CD8after_48	yes
Mitsuokella_multacida	Otu_470	1900.1797856415278	27.74049460191744	4.232758195026231	2.2459330120124103e-11	2.3540705274056e-10	high_vs_low	CD8after_48	yes
Firmicutes_bacterium_CAG_110	Otu_448	6759.448438187102	28.702337464145515	4.3990548960685	2.548932412985802e-11	2.576242403124936e-10	high_vs_low	CD8after_48	yes
Desulfovibrionaceae_bacterium	Otu_522	10787.758604004495	28.595247867272903	4.57697325168167	1.5613929620440351e-10	1.5237041664084895e-9	high_vs_low	CD8after_48	yes
Desulfovibrio_piger	Otu_524	20783.2164942344	28.530575393995157	4.681146389613068	4.110649366945494e-10	3.8777125694852496e-9	high_vs_low	CD8after_48	yes
Barnesiella_intestinihominis	Otu_114	12046.935854378267	28.446322317540982	4.813479946272068	1.2873312573406923e-9	1.1752088575077932e-8	high_vs_low	CD8after_48	yes
