Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Eggerthella_lenta	Otu_81	14250.901607561744	-29.584382407188905	2.488127442971353	4.895076746168118e-33	1.7181719379050094e-30	dw_50_vs_up_50	CD4diff_48	yes
Prevotella_sp_CAG_520	Otu_140	192909.27854269344	-29.573787294310602	2.519642099163911	3.019790594923283e-32	5.299732494090361e-30	dw_50_vs_up_50	CD4diff_48	yes
Lachnospira_pectinoschiza	Otu_378	63051.123256231884	-29.569815358009112	2.531355323150387	5.83740232222102e-32	6.829760716998593e-30	dw_50_vs_up_50	CD4diff_48	yes
Megasphaera_elsdenii	Otu_479	23980.542567248885	-29.47136874512442	2.8060931165736016	3.0964334320379057e-26	2.717120336613262e-24	dw_50_vs_up_50	CD4diff_48	yes
Ruminococcus_gnavus	Otu_345	22772.198360272196	-29.469141555654463	2.8119981137915437	3.9437017989650006e-26	2.7684786628734304e-24	dw_50_vs_up_50	CD4diff_48	yes
Gemella_sanguinis	Otu_163	340.21569024360986	-29.4270546136445	2.921341130494507	2.679173854765366e-24	1.5673167050377392e-22	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_sp_CAG_58	Otu_296	9879.962340380689	-29.29916203600279	3.2309814874664333	4.473713845790208e-20	2.2432479426748044e-18	dw_50_vs_up_50	CD4diff_48	yes
Lactobacillus_rogosae	Otu_220	956.3205339125825	-29.286860985624703	3.2592131074006017	9.4922846921936e-20	4.164739908699942e-18	dw_50_vs_up_50	CD4diff_48	yes
Eubacterium_ventriosum	Otu_330	5376.388433161607	-29.26807869966422	3.3018539025907	2.8519677930640554e-19	1.1122674392949817e-17	dw_50_vs_up_50	CD4diff_48	yes
Firmicutes_bacterium_CAG_170	Otu_450	11737.06329083482	-29.21148136795376	3.427138374568163	5.7279559130701935e-18	2.010512525487638e-16	dw_50_vs_up_50	CD4diff_48	yes
Eubacterium_sp_CAG_251	Otu_325	25528.93177049525	-29.16862937352409	3.519030233849387	4.237936927645677e-17	1.3522871469123933e-15	dw_50_vs_up_50	CD4diff_48	yes
Bacteroides_fragilis	Otu_97	16081.841680597518	-29.136519517108304	3.586343821470273	1.6682343913420205e-16	4.87958559467541e-15	dw_50_vs_up_50	CD4diff_48	yes
Acidaminococcus_intestini	Otu_461	40011.6422580571	-29.08298144039089	3.695853286227136	1.3257108069843313e-15	3.579419178857695e-14	dw_50_vs_up_50	CD4diff_48	yes
Bacteroides_stercoris	Otu_109	10278.966271812782	-29.069807938767333	3.722305160204004	2.1290072857284578e-15	5.316939054127175e-14	dw_50_vs_up_50	CD4diff_48	yes
Blautia_sp_CAG_257	Otu_342	3544.8966899141983	-29.067968389170108	3.72598396120832	2.2721961769774254e-15	5.316939054127175e-14	dw_50_vs_up_50	CD4diff_48	yes
Streptococcus_australis	Otu_248	196.69517375671893	-29.008838716913257	3.84235798440783	1.620409655409496e-14	3.554773681554582e-13	dw_50_vs_up_50	CD4diff_48	yes
Streptococcus_gordonii	Otu_252	478.53169315761147	-28.980604243723192	3.8967008911935332	3.8227278558773614e-14	7.454319318960855e-13	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_clostridioforme	Otu_365	1459.5515987941026	-28.981645200673743	3.894710823065882	3.706762376017618e-14	7.454319318960855e-13	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_lavalense	Otu_367	500.3293566709495	-28.872168940930717	4.098714676648849	6.947404108044922e-13	1.2834414957493513e-11	dw_50_vs_up_50	CD4diff_48	yes
Actinomyces_graevenitzii	Otu_6	122.85164654516367	-28.866951094915652	4.108184972197887	7.877706936632889e-13	1.3825375673790721e-11	dw_50_vs_up_50	CD4diff_48	yes
Hungatella_hathewayi	Otu_302	652.0321301382202	-28.84486794632446	4.148026100206611	1.3242636614259948e-12	2.21341211981202e-11	dw_50_vs_up_50	CD4diff_48	yes
Bacteroides_galacturonicus	Otu_98	370.2785074225403	-28.835159165410783	4.165421522832657	1.6537353328715094e-12	2.6384595538086355e-11	dw_50_vs_up_50	CD4diff_48	yes
Coprococcus_eutactus	Otu_351	32297.71431016177	-28.829375506259243	4.175749781741355	1.8844900608839393e-12	2.8758957016098377e-11	dw_50_vs_up_50	CD4diff_48	yes
Sutterella_parvirubra	Otu_517	144.51536952879704	-28.800192313875204	4.227479261727033	3.574111468868712e-12	5.227138023220491e-11	dw_50_vs_up_50	CD4diff_48	yes
Ruminococcus_callidus	Otu_424	763.020036017251	-28.760420596516585	4.296975197340422	8.149425327612484e-12	1.1441793159967927e-10	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_symbiosum	Otu_370	390.62110031518245	-28.7176012506474	4.370561381427773	1.8704152686601442e-11	2.5250606126911945e-10	dw_50_vs_up_50	CD4diff_48	yes
Sellimonas_intestinalis	Otu_388	643.2278612562459	-28.56038913506549	4.63071846219431	2.596579505165613e-10	3.375553356715297e-9	dw_50_vs_up_50	CD4diff_48	yes
Ruminococcus_sp_CAG_330	Otu_428	5505.48036788537	-28.54338868663654	4.657980791604298	3.336777920301064e-10	4.182889464377406e-9	dw_50_vs_up_50	CD4diff_48	yes
Ruminococcus_lactaris	Otu_426	4416.766521267766	-28.531273105662418	4.677312702425561	3.9758824774324204e-10	4.812188791650964e-9	dw_50_vs_up_50	CD4diff_48	yes
Parasutterella_excrementihominis	Otu_516	781.8417807256841	-28.528718495656182	4.681378713593332	4.1240380241102667e-10	4.825124488209012e-9	dw_50_vs_up_50	CD4diff_48	yes
Parabacteroides_sp_CAG_409	Otu_158	836.3474065910865	-28.50608409747038	4.717251455594234	5.672283155480524e-10	6.394914793762618e-9	dw_50_vs_up_50	CD4diff_48	yes
Phascolarctobacterium_faecium	Otu_463	1754.0617610333704	-28.50410298955041	4.720378301961364	5.830121749299253e-10	6.394914793762618e-9	dw_50_vs_up_50	CD4diff_48	yes
Streptococcus_infantis	Otu_254	64.63036130934155	-27.803053419072278	4.640411020797491	8.184045351803791e-10	8.704848237827668e-9	dw_50_vs_up_50	CD4diff_48	yes
Actinomyces_sp_HPA0247	Otu_14	79.01415039160341	-27.863286719557472	4.695637452887982	1.1581769929434468e-9	1.1956474250680878e-8	dw_50_vs_up_50	CD4diff_48	yes
Streptococcus_sp_A12	Otu_268	35.98399063951419	-27.021719694950985	4.637645575053062	2.3417988384522914e-9	2.3484896922764408e-8	dw_50_vs_up_50	CD4diff_48	yes
Veillonella_dispar	Otu_485	321.08377671394135	-28.358221350097697	4.945203824310193	3.6750403791408644e-9	3.583164369662343e-8	dw_50_vs_up_50	CD4diff_48	yes
Eisenbergiella_tayi	Otu_356	710.8915014379244	-28.345800082268145	4.963877265175793	4.235521691391428e-9	4.018021928860517e-8	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_disporicum	Otu_284	928.9790104941482	-28.306835374260487	5.022005387996715	6.523595608314894e-9	6.025742259259284e-8	dw_50_vs_up_50	CD4diff_48	yes
Streptococcus_vestibularis	Otu_275	277.06200389857855	-28.290029199835907	5.046871118545874	7.812463657730283e-9	7.031217291957255e-8	dw_50_vs_up_50	CD4diff_48	yes
Lactobacillus_paragasseri	Otu_213	1250.8479445502971	-28.270522762494615	5.075579906424805	9.589269673716042e-9	8.414584138685827e-8	dw_50_vs_up_50	CD4diff_48	yes
Lactococcus_lactis	Otu_243	254.14632351127207	-28.223016473506224	5.1448308393426325	1.5504553951491646e-8	1.3273410821886751e-7	dw_50_vs_up_50	CD4diff_48	yes
Bacteroides_massiliensis	Otu_100	3110.2799368964097	-28.185030938162953	5.199543626829197	2.2364026538686504e-8	1.8689936464473722e-7	dw_50_vs_up_50	CD4diff_48	yes
Haemophilus_parainfluenzae	Otu_564	242.03552212443276	-28.13235595314371	5.274482913366236	3.627293890922549e-8	2.9608840830553833e-7	dw_50_vs_up_50	CD4diff_48	yes
Enterorhabdus_caecimuris	Otu_82	21.07833155412606	-26.154045138109733	4.897241488134598	4.0152963508929285e-8	3.203111407189586e-7	dw_50_vs_up_50	CD4diff_48	yes
Brachyspira_sp_CAG_700	Otu_573	2413.880194275714	-28.034660814215943	5.4107558280462795	8.311072433043915e-8	6.482636497774253e-7	dw_50_vs_up_50	CD4diff_48	yes
Actinomyces_naeslundii	Otu_9	74.27512593388299	-27.53918992265293	5.332769774001596	9.438994796268794e-8	7.202363420631189e-7	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_bolteae_CAG_59	Otu_280	279.0106312264581	-27.91822200532919	5.568899744112689	2.0188376200154543e-7	1.5076851162243072e-6	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_aldenense	Otu_361	40.2509049534888	-26.732112337240025	5.333445360764344	2.2117439568235748e-7	1.6173377684272391e-6	dw_50_vs_up_50	CD4diff_48	yes
Bacteroides_intestinalis	Otu_99	5788.816917733813	-27.89942077148071	5.594027032361751	2.308683692089584e-7	1.6537713794356e-6	dw_50_vs_up_50	CD4diff_48	yes
Mogibacterium_diversum	Otu_307	21.993126146826235	-25.971943129287503	5.23393867308338	3.010500147058069e-7	2.1133711032347643e-6	dw_50_vs_up_50	CD4diff_48	yes
Acidaminococcus_fermentans	Otu_460	12110.463872837852	-27.84854595175531	5.661480095631785	3.2805452230427935e-7	2.257787006447099e-6	dw_50_vs_up_50	CD4diff_48	yes
Clostridium_scindens	Otu_369	97.22109089842175	-27.60149359937195	5.697829391037986	4.857082246076144e-7	3.278530516101397e-6	dw_50_vs_up_50	CD4diff_48	yes
Pseudoflavonifractor_sp_An184	Otu_416	115.35870350548518	-27.782501203173442	5.747915100609013	5.053889894568148e-7	3.3470100999875847e-6	dw_50_vs_up_50	CD4diff_48	yes
Dielma_fastidiosa	Otu_436	66.6561869083075	-27.167143857956255	5.632579904999259	5.563804895825321e-7	3.616473182286459e-6	dw_50_vs_up_50	CD4diff_48	yes
Rothia_dentocariosa	Otu_61	43.37546431480552	-26.67186096016419	5.563123785382047	6.644619215689655e-7	4.164752401262623e-6	dw_50_vs_up_50	CD4diff_48	yes
Eubacterium_limosum	Otu_321	160.504460262573	-27.73906481219623	5.804096213220084	6.623581530801242e-7	4.164752401262623e-6	dw_50_vs_up_50	CD4diff_48	yes
Lactobacillus_gasseri	Otu_203	540.1302023356722	-27.714377547318556	5.83580054141415	7.688906675782416e-7	4.734747795087067e-6	dw_50_vs_up_50	CD4diff_48	yes
Veillonella_infantium	Otu_486	52.859599614574925	-26.50618840342325	5.600543074509523	9.082095396425993e-7	5.496233593354351e-6	dw_50_vs_up_50	CD4diff_48	yes
Proteobacteria_bacterium_CAG_139	Otu_571	240.0307171633622	-27.681066922827622	5.878326714192546	9.355551145506712e-7	5.565760088259078e-6	dw_50_vs_up_50	CD4diff_48	yes
Coprobacter_fastidiosus	Otu_115	270.6723639547912	-27.67638702504986	5.884278503539583	9.612657821516356e-7	5.623404825587068e-6	dw_50_vs_up_50	CD4diff_48	yes
Blautia_producta	Otu_340	396.8173040326348	-27.63111682831116	5.941568816792415	1.2425731891818648e-6	7.1498883508661406e-6	dw_50_vs_up_50	CD4diff_48	yes
Atopobium_deltae	Otu_66	46.99404553548061	-26.609382919691317	5.791307046210042	1.7421835236111509e-6	9.863006722379257e-6	dw_50_vs_up_50	CD4diff_48	yes
Bifidobacterium_animalis	Otu_31	1279.5000878115482	-27.444831550624134	6.1722742839158204	3.243295054004664e-6	1.778744631180683e-5	dw_50_vs_up_50	CD4diff_48	yes
Bifidobacterium_bifidum	Otu_32	6216.178955711398	-27.445447792529837	6.1715235691157595	3.233778165278875e-6	1.778744631180683e-5	dw_50_vs_up_50	CD4diff_48	yes
Dialister_invisus	Otu_474	185.58841323199684	-27.408434860595403	6.216476195262992	3.84820218620679e-6	2.0780291805516668e-5	dw_50_vs_up_50	CD4diff_48	yes
Lactobacillus_fermentum	Otu_202	730.6543844742821	-27.395093096828735	6.232612607633865	4.092117842059933e-6	2.1762626705500554e-5	dw_50_vs_up_50	CD4diff_48	yes
Dorea_sp_CAG_317	Otu_354	301.34876147429856	-27.359897649217533	6.275013633831292	4.797558691161352e-6	2.513347911339753e-5	dw_50_vs_up_50	CD4diff_48	yes
Roseburia_sp_CAG_471	Otu_387	26068.600561389216	-8.578087632672089	1.9328124675458138	5.047756135632248e-6	2.6055329464807636e-5	dw_50_vs_up_50	CD4diff_48	yes
