taxa_id;W;detected_0.9;detected_0.8;detected_0.7;detected_0.6;mean_qval;median_qval;fisher_qval;clr_mean_diff;structural_zero;x_label;y_label;comparison;cat_var
Actinomyces;0;FALSE;FALSE;FALSE;FALSE;0.2595775002376315;0.17618814907246688;0.002807178606072507;0.08670279163414885;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Bifidobacterium;28;TRUE;TRUE;TRUE;TRUE;0.04871795256755038;0.012571020582525122;4.328282628903132e-28;-0.7044565197488505;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Collinsella;0;FALSE;FALSE;FALSE;FALSE;0.5483290755759846;0.5731206150958468;0.926452248065261;-0.09257977541857797;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Enorma;1;FALSE;FALSE;FALSE;FALSE;0.8891427426065307;0.9591851361158895;0.9999999999935448;0.3481267961119396;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Slackia;1;FALSE;FALSE;FALSE;FALSE;0.5140212358298432;0.46839725192722115;0.7139629361672953;-0.19887097624017136;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Bacteroides;0;FALSE;FALSE;FALSE;FALSE;0.741590343157456;0.7731350499752556;0.9999997731818281;-0.12909154511236529;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Odoribacter;0;FALSE;FALSE;FALSE;FALSE;0.844044686988462;0.8735911980357947;0.9999999999981033;-0.03336637486801884;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Prevotella;0;FALSE;FALSE;FALSE;FALSE;0.9759886710389003;0.9936201106254529;1;0.331526066114393;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Alistipes;0;FALSE;FALSE;FALSE;FALSE;0.9523234765135726;0.9707533333707411;1;-0.12695124600643237;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Parabacteroides;0;FALSE;FALSE;FALSE;FALSE;0.9006671110285775;0.9357111520580244;1;-0.1242811230949666;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Lactobacillus;0;FALSE;FALSE;FALSE;FALSE;0.9752145349261401;1;1;-0.07240617370104174;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Streptococcus;1;FALSE;FALSE;FALSE;FALSE;0.9424172454551869;0.9881588737196465;1;0.374747092220724;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Clostridium;1;FALSE;FALSE;FALSE;FALSE;0.5619235958259945;0.48088952073819824;0.9528835920631938;2.684913385249192e-4;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Eubacterium;0;FALSE;FALSE;FALSE;FALSE;0.6809042894183558;0.7603944212118179;0.9997026538299401;0.16241837921483804;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Anaerostipes;0;FALSE;FALSE;FALSE;FALSE;0.34750524049617487;0.25178268623447064;0.08639171720344459;-0.20214586542589846;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Blautia;0;FALSE;FALSE;FALSE;FALSE;0.7455340325535301;0.8695752382050665;0.999998796997664;-0.050854363144272344;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Coprococcus;0;FALSE;FALSE;FALSE;FALSE;0.8683995153108676;0.8305087447181205;0.9999999999999964;0.1202736097136456;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
Dorea;0;FALSE;FALSE;FALSE;FALSE;0.8469796420722826;1;0.9999999999200551;0.09961835909250985;No;-0.7044565197488505;21.7;<50_>50;CD8diff_48
