taxa_id;W;detected_0.9;detected_0.8;detected_0.7;detected_0.6;mean_qval;median_qval;fisher_qval;clr_mean_diff;structural_zero;x_label;y_label;comparison;cat_var
Actinomyces;0;FALSE;FALSE;FALSE;FALSE;0.46255420446697754;0.3813002738004354;0.3945361349125185;0.7612798619308919;No;-2.753849507704327;21.7;high_low;CD8after_48
Bifidobacterium;0;FALSE;FALSE;FALSE;FALSE;0.8304783077869304;0.9555866395387883;0.999999980207476;-1.1191755088230382;No;-2.753849507704327;21.7;high_low;CD8after_48
Collinsella;0;FALSE;FALSE;FALSE;FALSE;0.797378441825456;0.7537828417636687;0.9999999999474117;0.045601464202300435;No;-2.753849507704327;21.7;high_low;CD8after_48
Enorma;0;FALSE;FALSE;FALSE;FALSE;0.4431435330790523;0.28861537483176086;0.263130147010093;0.9947413801480601;No;-2.753849507704327;21.7;high_low;CD8after_48
Slackia;15;FALSE;FALSE;FALSE;FALSE;0.22963475506710396;0.058237821246436755;2.9662009496670794e-7;0.46356124732135084;No;-2.753849507704327;21.7;high_low;CD8after_48
Bacteroides;0;FALSE;FALSE;FALSE;FALSE;0.5053193307569854;0.4317519946031638;0.8607311431731548;1.4445321165273106;No;-2.753849507704327;21.7;high_low;CD8after_48
Odoribacter;0;FALSE;FALSE;FALSE;FALSE;0.6171585534329175;0.6040434926696159;0.997823297057034;-0.8305971113853043;No;-2.753849507704327;21.7;high_low;CD8after_48
Prevotella;0;FALSE;FALSE;FALSE;FALSE;0.6031582088264377;0.6375546345807026;0.9914336812988365;-1.695414941569794;No;-2.753849507704327;21.7;high_low;CD8after_48
Alistipes;0;FALSE;FALSE;FALSE;FALSE;0.4549926786827331;0.35826975553128027;0.4595778860325364;0.9576016101544966;No;-2.753849507704327;21.7;high_low;CD8after_48
Parabacteroides;0;FALSE;FALSE;FALSE;FALSE;0.5335261453647039;0.45358667298818106;0.907507661027916;1.3105923331277705;No;-2.753849507704327;21.7;high_low;CD8after_48
Lactobacillus;0;FALSE;FALSE;FALSE;FALSE;0.9589289525364021;0.9354703654711404;1;0.3647726432264739;No;-2.753849507704327;21.7;high_low;CD8after_48
Streptococcus;0;FALSE;FALSE;FALSE;FALSE;0.5904089487840447;0.5834724841704659;0.990601366729599;1.4353225384805537;No;-2.753849507704327;21.7;high_low;CD8after_48
Clostridium;0;FALSE;FALSE;FALSE;FALSE;0.31822047747015053;0.2658438767296509;0.0057909731790730555;1.2188178860757377;No;-2.753849507704327;21.7;high_low;CD8after_48
Eubacterium;0;FALSE;FALSE;FALSE;FALSE;0.4008027366557771;0.23697394984389825;0.06027311446176622;-2.361489774971478;No;-2.753849507704327;21.7;high_low;CD8after_48
Anaerostipes;0;FALSE;FALSE;FALSE;FALSE;0.5688726550610476;0.5045246675125743;0.962266063983762;0.4417768134637659;No;-2.753849507704327;21.7;high_low;CD8after_48
Blautia;0;FALSE;FALSE;FALSE;FALSE;0.49986541214010644;0.33886763867001135;0.7762305856305668;0.07317580029321437;No;-2.753849507704327;21.7;high_low;CD8after_48
Coprococcus;0;FALSE;FALSE;FALSE;FALSE;0.6600341359097669;0.6838630649101858;0.9997137650248413;-0.43955704493852216;No;-2.753849507704327;21.7;high_low;CD8after_48
Dorea;0;FALSE;FALSE;FALSE;FALSE;0.4952624477817756;0.3380743316847046;0.7903462487213778;-0.8230894240305038;No;-2.753849507704327;21.7;high_low;CD8after_48
Fusicatenibacter;0;FALSE;FALSE;FALSE;FALSE;0.6328146774747057;0.6348161563370831;0.9969450145781591;-0.287207191690782;No;-2.753849507704327;21.7;high_low;CD8after_48
Lachnospiraceae_unclassified;0;FALSE;FALSE;FALSE;FALSE;0.7924071866689962;0.691136210766491;0.9999999999351712;0.14169972821894672;No;-2.753849507704327;21.7;high_low;CD8after_48
Roseburia;0;FALSE;FALSE;FALSE;FALSE;0.5413895747332309;0.44438884029677705;0.9292188599071268;-0.5378436562578227;No;-2.753849507704327;21.7;high_low;CD8after_48
Oscillibacter;0;FALSE;FALSE;FALSE;FALSE;0.35058641754672903;0.13572766545117967;0.01569022165138516;-0.9229274470140503;No;-2.753849507704327;21.7;high_low;CD8after_48
Agathobaculum;0;FALSE;FALSE;FALSE;FALSE;0.33668140563291526;0.26309889745439285;4.027750949519362e-4;-0.07609703277343693;No;-2.753849507704327;21.7;high_low;CD8after_48
Faecalibacterium;0;FALSE;FALSE;FALSE;FALSE;0.43163312981394675;0.5659190601677955;0.05093836207934904;-1.75299699846094;No;-2.753849507704327;21.7;high_low;CD8after_48
Flavonifractor;0;FALSE;FALSE;FALSE;FALSE;0.4187979277811498;0.3280924171760261;0.39734537210539794;1.5421033267002295;No;-2.753849507704327;21.7;high_low;CD8after_48
Gemmiger;0;FALSE;FALSE;FALSE;FALSE;0.4311161728699269;0.39061860104875235;0.11436983646973921;0.9667526807491753;No;-2.753849507704327;21.7;high_low;CD8after_48
Ruminococcaceae_unclassified;0;FALSE;FALSE;FALSE;FALSE;0.4808868012317266;0.46360045766091695;0.5435967397663507;0.4481426999868751;No;-2.753849507704327;21.7;high_low;CD8after_48
Ruminococcus;0;FALSE;FALSE;FALSE;FALSE;0.7680435698808182;0.7474646688412747;0.9999999936418742;0.31766285788038734;No;-2.753849507704327;21.7;high_low;CD8after_48
Ruthenibacterium;0;FALSE;FALSE;FALSE;FALSE;0.2862821185759951;0.22757100046472836;0.0027022986258613225;2.336310272848643;No;-2.753849507704327;21.7;high_low;CD8after_48
Holdemanella;5;FALSE;FALSE;FALSE;FALSE;0.22293414852860885;0.05761362077823025;8.861277907096447e-7;0.1214438434751189;No;-2.753849507704327;21.7;high_low;CD8after_48
Firmicutes_unclassified;0;FALSE;FALSE;FALSE;FALSE;0.7016280410077962;0.6682025192434959;0.9999947746544552;-1.78564546519131;No;-2.753849507704327;21.7;high_low;CD8after_48
Phascolarctobacterium;0;FALSE;FALSE;FALSE;FALSE;0.6296865848118604;0.5380464116704599;0.9991274744388695;-2.753849507704327;No;-2.753849507704327;21.7;high_low;CD8after_48
Actinomyces;0;FALSE;FALSE;FALSE;FALSE;0.9706020482112222;0.9657608949096427;0.9999999999999999;-0.14148307100669932;No;-0.8052900202726954;21;high_mid;CD8after_48
Bifidobacterium;0;FALSE;FALSE;FALSE;FALSE;0.4845117765255069;0.36154657558102193;0.8069691759959119;0.22636548477061316;No;-0.8052900202726954;21;high_mid;CD8after_48
Collinsella;10;FALSE;FALSE;FALSE;FALSE;0.3018988525164988;0.1288986215070798;1.0450807507583752e-5;0.4452644576717959;No;-0.8052900202726954;21;high_mid;CD8after_48
Enorma;0;FALSE;FALSE;FALSE;FALSE;0.875231441786865;0.8884463899357216;0.9999999999999999;-0.7252596199520891;No;-0.8052900202726954;21;high_mid;CD8after_48
Slackia;0;FALSE;FALSE;FALSE;FALSE;0.5494116794189896;0.48270853668029434;0.9446662771994498;0.12443869483807675;No;-0.8052900202726954;21;high_mid;CD8after_48
Bacteroides;0;FALSE;FALSE;FALSE;FALSE;0.3184239755397319;0.2168821936207309;0.013269070212461225;0.797416452187327;No;-0.8052900202726954;21;high_mid;CD8after_48
Odoribacter;0;FALSE;FALSE;FALSE;FALSE;0.5661157221018867;0.5155395111167983;0.9954090037296199;0.11365519506399165;No;-0.8052900202726954;21;high_mid;CD8after_48
Prevotella;3;FALSE;FALSE;FALSE;FALSE;0.41900459748525154;0.36466291580247107;0.2733187222696923;-0.8052900202726954;No;-0.8052900202726954;21;high_mid;CD8after_48
Alistipes;0;FALSE;FALSE;FALSE;FALSE;0.7502494617549191;0.7263720445939265;0.9999999925216058;0.0125727249714701;No;-0.8052900202726954;21;high_mid;CD8after_48
Parabacteroides;0;FALSE;FALSE;FALSE;FALSE;0.26670249137853247;0.16678462874560773;0.0014073463943192464;0.4999588621508176;No;-0.8052900202726954;21;high_mid;CD8after_48
Lactobacillus;0;FALSE;FALSE;FALSE;FALSE;0.2998570465133639;0.22293855549205;0.007988039121607473;-0.1355144877244277;No;-0.8052900202726954;21;high_mid;CD8after_48
Streptococcus;0;FALSE;FALSE;FALSE;FALSE;0.8626248467504471;0.9514500282208086;0.9999999999999963;0.31293990089633816;No;-0.8052900202726954;21;high_mid;CD8after_48
Eubacterium;0;FALSE;FALSE;FALSE;FALSE;0.6479481386801296;0.7498772634251802;0.9987924642021497;-0.048971137699393;No;-0.8052900202726954;21;high_mid;CD8after_48
Anaerostipes;0;FALSE;FALSE;FALSE;FALSE;0.7532806796998848;0.7381560256460881;0.9999999880616952;0.07307428602506898;No;-0.8052900202726954;21;high_mid;CD8after_48
Blautia;0;FALSE;FALSE;FALSE;FALSE;0.8184984626783434;0.8176043849184406;0.9999999999978864;0.07506540504383648;No;-0.8052900202726954;21;high_mid;CD8after_48
Coprococcus;1;FALSE;FALSE;FALSE;FALSE;0.6899543393225774;0.7570323095357501;0.9991437773338172;-0.2933510728265292;No;-0.8052900202726954;21;high_mid;CD8after_48
Dorea;1;FALSE;FALSE;FALSE;FALSE;0.7077861672220945;0.7329192892898212;0.9998642192780418;-0.12888984703124606;No;-0.8052900202726954;21;high_mid;CD8after_48
Fusicatenibacter;0;FALSE;FALSE;FALSE;FALSE;0.6183981704785011;0.5419451299530468;0.9990862001950515;0.43508942917301563;No;-0.8052900202726954;21;high_mid;CD8after_48
Lachnospiraceae_unclassified;0;FALSE;FALSE;FALSE;FALSE;0.8944739382488452;0.9104281931716002;1;-0.15569891517561815;No;-0.8052900202726954;21;high_mid;CD8after_48
Roseburia;0;FALSE;FALSE;FALSE;FALSE;0.6057364700544982;0.6805805741913135;0.944220503169601;-0.46813556496010356;No;-0.8052900202726954;21;high_mid;CD8after_48
