taxa_id;W;detected_0.9;detected_0.8;detected_0.7;detected_0.6;mean_qval;median_qval;fisher_qval;clr_mean_diff;structural_zero;x_label;y_label;comparison;cat_var
Collinsella_aerofaciens;30;FALSE;TRUE;TRUE;TRUE;0.07806966591415088;0.028901820155756194;4.320357106205026e-18;-1.9111371911954895;No;-4.153757061450451;25.2;high_low;CD8after_48
Collinsella_stercoris;0;FALSE;FALSE;FALSE;FALSE;0.5042123071327512;0.6081319060864065;0.6035268874269737;1.2742063843541451;No;-4.153757061450451;25.2;high_low;CD8after_48
Collinsella_massiliensis;0;FALSE;FALSE;FALSE;FALSE;0.5005207010579928;0.661972708595037;0.497371242022812;1.0881461545264997;No;-4.153757061450451;25.2;high_low;CD8after_48
Slackia_isoflavoniconvertens;0;FALSE;FALSE;FALSE;FALSE;0.27399824106505205;0.15634018105839528;1.4769621716258642e-4;0.16506716459656506;No;-4.153757061450451;25.2;high_low;CD8after_48
Bacteroides_uniformis;0;FALSE;FALSE;FALSE;FALSE;0.2445302142912051;0.11512431552737269;1.8616151917629253e-5;2.071819304183889;No;-4.153757061450451;25.2;high_low;CD8after_48
Bacteroides_vulgatus;0;FALSE;FALSE;FALSE;FALSE;0.26629903031791957;0.2103560372531982;1.0891651831947074e-4;1.271516989039333;No;-4.153757061450451;25.2;high_low;CD8after_48
Odoribacter_splanchnicus;0;FALSE;FALSE;FALSE;FALSE;0.4234291322605222;0.32004668183176554;0.21032131909217552;-0.37208056208840634;No;-4.153757061450451;25.2;high_low;CD8after_48
Prevotella_copri;0;FALSE;FALSE;FALSE;FALSE;0.8194621386082134;0.9641183823200594;0.9999999999995534;-1.206541975529196;No;-4.153757061450451;25.2;high_low;CD8after_48
Parabacteroides_distasonis;0;FALSE;FALSE;FALSE;FALSE;0.38162012835974296;0.31469505786896074;0.1272131315109554;1.0447170118026525;No;-4.153757061450451;25.2;high_low;CD8after_48
Streptococcus_parasanguinis;9;FALSE;FALSE;FALSE;FALSE;0.3709387738322793;0.2525882643485025;0.003640814341241033;0.3553491015713116;No;-4.153757061450451;25.2;high_low;CD8after_48
Streptococcus_salivarius;0;FALSE;FALSE;FALSE;FALSE;0.49469676933478096;0.5294961323463367;0.833700887616051;-1.2989622627478352;No;-4.153757061450451;25.2;high_low;CD8after_48
Eubacterium_eligens;0;FALSE;FALSE;FALSE;FALSE;0.32891862118546694;0.16555189185159522;0.006835690842702121;0.0045547574561071785;No;-4.153757061450451;25.2;high_low;CD8after_48
Eubacterium_hallii;19;FALSE;FALSE;FALSE;FALSE;0.13188654117125834;0.04530947196188363;1.8582261535670677e-13;-0.6521361471138201;No;-4.153757061450451;25.2;high_low;CD8after_48
Eubacterium_ramulus;0;FALSE;FALSE;FALSE;FALSE;0.5433591700171945;0.551174049665771;0.9017567497187973;0.5163938983216864;No;-4.153757061450451;25.2;high_low;CD8after_48
Anaerostipes_hadrus;0;FALSE;FALSE;FALSE;FALSE;0.6645520645424647;0.668608746204984;0.9999769293736077;1.2858606206596166;No;-4.153757061450451;25.2;high_low;CD8after_48
Blautia_obeum;0;FALSE;FALSE;FALSE;FALSE;0.605899479300434;0.6783220619392595;0.9979126461374861;0.9533334739012743;No;-4.153757061450451;25.2;high_low;CD8after_48
Blautia_wexlerae;0;FALSE;FALSE;FALSE;FALSE;0.4101129588362291;0.49297755000142496;0.35268257114525753;-2.1231366441240183;No;-4.153757061450451;25.2;high_low;CD8after_48
Ruminococcus_torques;0;FALSE;FALSE;FALSE;FALSE;0.16003786757105432;0.061696673986572505;3.750384386429602e-9;-0.9971327049513797;No;-4.153757061450451;25.2;high_low;CD8after_48
Coprococcus_catus;0;FALSE;FALSE;FALSE;FALSE;0.5702742779086519;0.6017208996227923;0.9804729996643319;0.30274816124835324;No;-4.153757061450451;25.2;high_low;CD8after_48
Coprococcus_comes;0;FALSE;FALSE;FALSE;FALSE;0.4834057153334596;0.4623320256009053;0.707183521933935;-0.2530321610887453;No;-4.153757061450451;25.2;high_low;CD8after_48
Dorea_formicigenerans;0;FALSE;FALSE;FALSE;FALSE;0.5310413444782556;0.6422436615354904;0.8912487886806636;-1.7515918302678652;No;-4.153757061450451;25.2;high_low;CD8after_48
Dorea_longicatena;28;FALSE;FALSE;TRUE;TRUE;0.08797574706440364;0.023907488877482175;1.7206562845193285e-18;-1.3790084473214095;No;-4.153757061450451;25.2;high_low;CD8after_48
Fusicatenibacter_saccharivorans;0;FALSE;FALSE;FALSE;FALSE;0.5222487075226186;0.5495046942982528;0.8815324320170558;-0.16055399705138;No;-4.153757061450451;25.2;high_low;CD8after_48
Eubacterium_rectale;0;FALSE;FALSE;FALSE;FALSE;0.6758392948178747;0.6156387642880422;0.9999990538803739;0.3088546072841682;No;-4.153757061450451;25.2;high_low;CD8after_48
Roseburia_faecis;0;FALSE;FALSE;FALSE;FALSE;0.5890433540050208;0.477758829980606;0.9989440417695976;-0.5793640546606237;No;-4.153757061450451;25.2;high_low;CD8after_48
Roseburia_hominis;0;FALSE;FALSE;FALSE;FALSE;0.3237291485959318;0.18125137031607533;0.006860292978626987;0.5352420297906708;No;-4.153757061450451;25.2;high_low;CD8after_48
Roseburia_intestinalis;0;FALSE;FALSE;FALSE;FALSE;0.5933790427472231;0.6651828573348627;0.9956017191676936;0.6343355407188367;No;-4.153757061450451;25.2;high_low;CD8after_48
Roseburia_inulinivorans;0;FALSE;FALSE;FALSE;FALSE;0.586309844337107;0.5900537167840744;0.9991079378838401;0.6412892078171065;No;-4.153757061450451;25.2;high_low;CD8after_48
Roseburia_sp_CAG_471;5;FALSE;FALSE;FALSE;FALSE;0.5651689265640548;0.5343925040863938;0.653064533245697;-4.153757061450451;No;-4.153757061450451;25.2;high_low;CD8after_48
