taxa_id;W;detected_0.9;detected_0.8;detected_0.7;detected_0.6;mean_qval;median_qval;fisher_qval;clr_mean_diff;structural_zero;x_label;y_label;comparison;cat_var
Collinsella_aerofaciens;13;FALSE;FALSE;FALSE;FALSE;0.28358346854530336;0.12911349504125544;7.060280812833169e-33;0.492542750143631;No;-1.1646582514463635;25.2;hts_msm;risk_group
Collinsella_stercoris;14;FALSE;FALSE;FALSE;FALSE;0.30759772128306445;0.13135543184545215;2.15984631913387e-31;-0.17369654864597728;No;-1.1646582514463635;25.2;hts_msm;risk_group
Collinsella_massiliensis;12;FALSE;FALSE;FALSE;FALSE;0.25577775625856347;0.11492619946326277;1.8809036955448653e-28;-0.6598486414893596;No;-1.1646582514463635;25.2;hts_msm;risk_group
Slackia_isoflavoniconvertens;21;FALSE;FALSE;FALSE;FALSE;0.13819530325399032;0.0031851428456241763;9.356250206670235e-93;-0.14316503087906363;No;-1.1646582514463635;25.2;hts_msm;risk_group
Bacteroides_uniformis;32;FALSE;TRUE;TRUE;TRUE;0.05581045660602067;2.057373090344763e-7;3.6564761156007925e-151;-1.1646582514463635;No;-1.1646582514463635;25.2;hts_msm;risk_group
Bacteroides_vulgatus;29;FALSE;TRUE;TRUE;TRUE;0.1350061379854404;2.431926528468053e-4;1.9296291504581293e-71;-0.650035142443254;No;-1.1646582514463635;25.2;hts_msm;risk_group
Odoribacter_splanchnicus;30;FALSE;TRUE;TRUE;TRUE;0.11630209371127549;1.3251081207462422e-6;2.2277677453099678e-135;-0.31860065667354287;No;-1.1646582514463635;25.2;hts_msm;risk_group
Prevotella_copri;27;FALSE;FALSE;TRUE;TRUE;0.07429309859405352;0.0059106295628392255;2.5761993854476216e-60;1.0200014664625314;No;-1.1646582514463635;25.2;hts_msm;risk_group
Parabacteroides_distasonis;31;FALSE;TRUE;TRUE;TRUE;0.062083445593390324;7.411035760582981e-8;2.1779852552405602e-159;-0.6320350481548653;No;-1.1646582514463635;25.2;hts_msm;risk_group
Streptococcus_parasanguinis;29;FALSE;TRUE;TRUE;TRUE;0.10945023474329754;1.0731347384995818e-4;6.742749752626574e-82;0.3137983434414442;No;-1.1646582514463635;25.2;hts_msm;risk_group
Streptococcus_salivarius;29;FALSE;TRUE;TRUE;TRUE;0.10860859968659732;0.017063129053183267;6.703411818989217e-32;-0.1643425048174075;No;-1.1646582514463635;25.2;hts_msm;risk_group
Eubacterium_eligens;13;FALSE;FALSE;FALSE;FALSE;0.2952045447321681;0.2550177421431906;1.3267676316386725e-22;0.0651787412808752;No;-1.1646582514463635;25.2;hts_msm;risk_group
Eubacterium_hallii;14;FALSE;FALSE;FALSE;FALSE;0.2800276542623861;0.22349577201136742;3.221230219451346e-26;0.12224477789845471;No;-1.1646582514463635;25.2;hts_msm;risk_group
Eubacterium_ramulus;14;FALSE;FALSE;FALSE;FALSE;0.29344427916313737;0.11502382673533816;7.009324740135217e-24;-0.16889700145486305;No;-1.1646582514463635;25.2;hts_msm;risk_group
Anaerostipes_hadrus;13;FALSE;FALSE;FALSE;FALSE;0.298048212751014;0.11767485035849723;1.3150254911279012e-19;-0.11088965609270705;No;-1.1646582514463635;25.2;hts_msm;risk_group
Blautia_obeum;14;FALSE;FALSE;FALSE;FALSE;0.3173329235545665;0.17751818505980307;4.572606650436239e-22;0.06896752115962433;No;-1.1646582514463635;25.2;hts_msm;risk_group
Blautia_wexlerae;25;FALSE;FALSE;FALSE;TRUE;0.10350345076886933;0.008544882871987826;6.554209417211071e-40;-0.3408223202672505;No;-1.1646582514463635;25.2;hts_msm;risk_group
Ruminococcus_torques;26;FALSE;FALSE;TRUE;TRUE;0.1542301105465209;0.0075304186218987;1.2180364477771932e-56;0.5006390367005187;No;-1.1646582514463635;25.2;hts_msm;risk_group
Coprococcus_catus;12;FALSE;FALSE;FALSE;FALSE;0.24366204434795374;0.14186607717297606;1.019804113884937e-26;-0.033620919655478296;No;-1.1646582514463635;25.2;hts_msm;risk_group
Coprococcus_comes;17;FALSE;FALSE;FALSE;FALSE;0.20278937959112384;0.05846646307945451;3.0284988117712973e-38;0.44793087374017193;No;-1.1646582514463635;25.2;hts_msm;risk_group
Dorea_formicigenerans;16;FALSE;FALSE;FALSE;FALSE;0.2520655441942829;0.20618673174552157;5.578227319171057e-27;0.3886840216014221;No;-1.1646582514463635;25.2;hts_msm;risk_group
Dorea_longicatena;15;FALSE;FALSE;FALSE;FALSE;0.2978630954466082;0.18686124743137167;3.7408625111515184e-24;0.6534434475269;No;-1.1646582514463635;25.2;hts_msm;risk_group
