taxa_id;W;detected_0.9;detected_0.8;detected_0.7;detected_0.6;mean_qval;median_qval;fisher_qval;clr_mean_diff;structural_zero;x_label;y_label;comparison;cat_var
Collinsella_aerofaciens;12;FALSE;FALSE;FALSE;FALSE;0.23541849997080508;0.16957483933626835;7.945929829619419e-12;-0.5744912513644161;No;-0.5907162848177043;25.2;DTG_RTVr;group
Collinsella_stercoris;7;FALSE;FALSE;FALSE;FALSE;0.5204779933442328;0.5454319391018909;0.018785992979463692;0.31373115827535414;No;-0.5907162848177043;25.2;DTG_RTVr;group
Collinsella_massiliensis;0;FALSE;FALSE;FALSE;FALSE;0.6471814822592784;0.9355732171062853;0.9054977598024188;0.6832987466369664;No;-0.5907162848177043;25.2;DTG_RTVr;group
Slackia_isoflavoniconvertens;0;FALSE;FALSE;FALSE;FALSE;0.5771611158907759;0.713674234593894;0.8431780308380056;-0.11213223020783195;No;-0.5907162848177043;25.2;DTG_RTVr;group
Bacteroides_uniformis;0;FALSE;FALSE;FALSE;FALSE;0.7255705106298329;0.892897557875678;0.9999992580273014;0.04543937393199642;No;-0.5907162848177043;25.2;DTG_RTVr;group
Bacteroides_vulgatus;21;FALSE;FALSE;FALSE;FALSE;0.1738808728674071;0.04500342588628844;1.1168015744123358e-16;0.41099826912128934;No;-0.5907162848177043;25.2;DTG_RTVr;group
Odoribacter_splanchnicus;1;FALSE;FALSE;FALSE;FALSE;0.49036287551883817;0.5213504420468168;0.8582230316555295;0.10148118758717095;No;-0.5907162848177043;25.2;DTG_RTVr;group
Prevotella_copri;0;FALSE;FALSE;FALSE;FALSE;0.9184070644249163;0.9018546020324709;1;-0.22945203821754126;No;-0.5907162848177043;25.2;DTG_RTVr;group
Parabacteroides_distasonis;16;FALSE;FALSE;FALSE;FALSE;0.22239038044477416;0.08749742964614778;3.19859665918454e-11;0.24164045871409054;No;-0.5907162848177043;25.2;DTG_RTVr;group
Streptococcus_parasanguinis;9;FALSE;FALSE;FALSE;FALSE;0.25628736920098133;0.10069305400314388;7.20164883082177e-9;0.27239943636913605;No;-0.5907162848177043;25.2;DTG_RTVr;group
Streptococcus_salivarius;21;FALSE;FALSE;FALSE;FALSE;0.22180560998730942;0.04568493956283298;3.673965407321591e-16;-0.3561052378688961;No;-0.5907162848177043;25.2;DTG_RTVr;group
Eubacterium_eligens;6;FALSE;FALSE;FALSE;FALSE;0.27807452608331606;0.21220343019693613;1.1457550800990945e-5;-0.33198736296628817;No;-0.5907162848177043;25.2;DTG_RTVr;group
Eubacterium_hallii;0;FALSE;FALSE;FALSE;FALSE;0.6076504622888241;0.7624159271283796;0.9552486808292041;-0.2753943695838505;No;-0.5907162848177043;25.2;DTG_RTVr;group
Eubacterium_ramulus;0;FALSE;FALSE;FALSE;FALSE;0.5708221062645056;0.6779905228641993;0.6657839234792193;0.0741970174890047;No;-0.5907162848177043;25.2;DTG_RTVr;group
Anaerostipes_hadrus;1;FALSE;FALSE;FALSE;FALSE;0.56390754348559;0.6369071965331254;0.913972438715718;0.04361464173051062;No;-0.5907162848177043;25.2;DTG_RTVr;group
Blautia_obeum;1;FALSE;FALSE;FALSE;FALSE;0.6108852110487425;0.7811302904660729;0.9051450904212823;-0.20153258360671036;No;-0.5907162848177043;25.2;DTG_RTVr;group
Blautia_wexlerae;0;FALSE;FALSE;FALSE;FALSE;0.6384465016588746;0.7500738352665144;0.9420228114666898;-0.049681415138524775;No;-0.5907162848177043;25.2;DTG_RTVr;group
Ruminococcus_torques;2;FALSE;FALSE;FALSE;FALSE;0.4102072607428894;0.38204082596599886;0.1269059086777773;0.12225536976727923;No;-0.5907162848177043;25.2;DTG_RTVr;group
Coprococcus_catus;7;FALSE;FALSE;FALSE;FALSE;0.3755619205328379;0.21070974012157032;5.635779682291216e-4;-0.1071348395572769;No;-0.5907162848177043;25.2;DTG_RTVr;group
Coprococcus_comes;0;FALSE;FALSE;FALSE;FALSE;0.6078514814015241;0.7125091881324531;0.9214384049238891;-0.2205261364856779;No;-0.5907162848177043;25.2;DTG_RTVr;group
Dorea_formicigenerans;0;FALSE;FALSE;FALSE;FALSE;0.5943018711415664;0.713897107461476;0.8377316606724511;-0.0023097461984290103;No;-0.5907162848177043;25.2;DTG_RTVr;group
Dorea_longicatena;14;FALSE;FALSE;FALSE;FALSE;0.24656191169607442;0.22020968540647098;2.51839332935501e-11;0.10189715267856335;No;-0.5907162848177043;25.2;DTG_RTVr;group
Fusicatenibacter_saccharivorans;1;FALSE;FALSE;FALSE;FALSE;0.5071074682796457;0.5254120566312526;0.31020695418512967;-0.3107793236854839;No;-0.5907162848177043;25.2;DTG_RTVr;group
Eubacterium_rectale;0;FALSE;FALSE;FALSE;FALSE;0.7944213578729972;0.9814455089793219;0.9999999174349012;-0.34553110018442723;No;-0.5907162848177043;25.2;DTG_RTVr;group
Roseburia_faecis;32;FALSE;TRUE;TRUE;TRUE;0.06387756041430342;0.00710594701532812;2.009065109710995e-42;-0.5907162848177043;No;-0.5907162848177043;25.2;DTG_RTVr;group
Roseburia_hominis;10;FALSE;FALSE;FALSE;FALSE;0.274950481566589;0.22038936291362396;2.933044094057092e-8;0.24744551265541262;No;-0.5907162848177043;25.2;DTG_RTVr;group
Roseburia_intestinalis;0;FALSE;FALSE;FALSE;FALSE;0.6263465122728962;0.6921359754920777;0.9993419536306951;0.2485597469314774;No;-0.5907162848177043;25.2;DTG_RTVr;group
Roseburia_inulinivorans;10;FALSE;FALSE;FALSE;FALSE;0.26747438950327695;0.1780413712363448;5.077192735973207e-7;3.0169314611958406e-4;No;-0.5907162848177043;25.2;DTG_RTVr;group
Roseburia_sp_CAG_471;0;FALSE;FALSE;FALSE;FALSE;0.5304767284679726;0.49914145379968994;0.90153690115668;0.31650484215576075;No;-0.5907162848177043;25.2;DTG_RTVr;group
Oscillibacter_sp_57_20;6;FALSE;FALSE;FALSE;FALSE;0.47462566210524615;0.37628542373862256;0.0954298800365123;0.02936630102560819;No;-0.5907162848177043;25.2;DTG_RTVr;group
Agathobaculum_butyriciproducens;1;FALSE;FALSE;FALSE;FALSE;0.5215617481492222;0.6285343713204523;0.584524667522726;0.2343695777164232;No;-0.5907162848177043;25.2;DTG_RTVr;group
Faecalibacterium_prausnitzii;3;FALSE;FALSE;FALSE;FALSE;0.535712316781574;0.6415006076483495;0.39050670105192914;-0.33994253184767376;No;-0.5907162848177043;25.2;DTG_RTVr;group
Flavonifractor_plautii;24;FALSE;FALSE;FALSE;TRUE;0.15738783529633288;0.02550755836054871;8.1003920140395055e-22;0.32003138730955455;No;-0.5907162848177043;25.2;DTG_RTVr;group
Gemmiger_formicilis;1;FALSE;FALSE;FALSE;FALSE;0.6277977746840262;0.8687112192996335;0.9253659429289836;0.12944112084583587;No;-0.5907162848177043;25.2;DTG_RTVr;group
Ruthenibacterium_lactatiformans;20;FALSE;FALSE;FALSE;FALSE;0.20501478556990765;0.043096995526503916;4.1568140216236096e-14;0.04352826524351058;No;-0.5907162848177043;25.2;DTG_RTVr;group
Holdemanella_biformis;3;FALSE;FALSE;FALSE;FALSE;0.5361159115924469;0.3782581323188318;0.7928691347449014;-0.0015133879467601064;No;-0.5907162848177043;25.2;DTG_RTVr;group
Firmicutes_bacterium_CAG_83;0;FALSE;FALSE;FALSE;FALSE;0.6789546067037184;0.8717009388646216;0.9990614864919911;0.0687285803464321;No;-0.5907162848177043;25.2;DTG_RTVr;group
